firm_id,fiscal_year,label,current_ratio,quick_ratio,cash_ratio,debt_to_assets,debt_to_equity,st_debt_to_assets,roa,roe,ebit_to_assets,gross_margin,operating_margin,asset_turnover,inventory_turnover,days_inventory,dso,accruals_to_assets,cfo_to_assets,sales_growth,ebitda_growth,margin_cov,import_dependency,days_inventory_key_apis,fx_exposure,govt_sales_share,insurance_receivables_delay,log_assets,working_capital,retained_earnings,ebit,sales,total_assets,total_liabilities,equity_book,mve
F011,1392,1,1.2650999051476117,0.8439773322982829,0.20355277920614614,0.345215101004526,0.9966186722815423,0.1358682011800192,0.08563382678087579,0.14353699759375393,0.08563382678087579,0.41682100185589654,0.2019527619901462,1.1647471989496219,3.1815512540246615,83.81304798175606,70.14097873415928,0.06789261131952372,0.0014255514056213253,-0.16828462260889737,0.07894285762328324,0.08494698450231594,0.6872901022602869,92.99930591663718,0.294229448135529,0.26622398829148514,56.35033256425763,14.594893865235862,194995.01361605892,289570.00206780067,171987.0208050465,2351630.2368178577,2008400.5032863433,850120.4950151407,1158280.0082712024,1311850.7237600116
F012,1392,1,0.9544590955371192,0.8047177254510566,0.1717919105442826,0.5790689560357657,1.102642251948397,0.3570050972469958,0.10465351364183491,0.11685486054885964,0.10465351364183491,0.4630717606377441,0.16789723299269363,1.0827390026061696,2.470922867434734,128.93250912576906,94.95490662201112,0.056643167578892865,0.022339676633110345,0.14768129824696102,-0.13510703491923695,0.18752731779091647,0.5588117303806446,122.27393945557519,0.7628184578334345,0.5430607149124129,92.71177876230212,14.481874257018715,505836.4380617845,740253.7032537566,568099.402211729,6144041.072097094,5428383.457396246,2467368.6443812195,2961014.813015026,2454979.81644672
F013,1392,1,1.0813975002953604,0.8497114777083815,0.18877824319876513,0.5694701128779599,1.1665631085703665,0.1958472796835081,0.03462166449258335,0.011091553342439841,0.03462166449258335,0.33807200094826517,0.17641662925745324,1.3008530417827964,3.008239040216851,149.25652496432036,87.10262012625594,0.03333024859708036,0.03600055347156744,0.12888591811767058,0.2988384490721543,0.15752050461980555,0.4799336744705335,166.34559993856982,0.7584128166336574,0.45116873955824,87.65024375645243,13.456054554866743,337927.7899500496,494935.5507657441,125275.05097356085,4102958.0160379154,3618400.582687099,1638658.3796241228,1979742.2030629762,2195074.7071076822
F014,1392,1,1.0273771466016581,0.9088159244250852,0.16509066175334358,0.7578171095176984,1.370571234762536,0.24976191662613162,-0.0063945316442351186,0.06605064893705294,-0.0063945316442351186,0.268636415893488,0.1457757611975413,1.1090847887801645,2.5700840967314664,143.74461520294705,114.26713712664535,0.08755244735233528,-0.006798167368090548,0.0885066102777271,0.13458769837130344,0.15996918431038726,0.6026134179728903,149.87529248323548,0.7021478937242123,0.48630016456993314,114.47132471450112,13.418149790183127,190589.67896925117,263644.79966261727,-15031.569043726868,2376035.0227960516,2350691.1655177004,1296111.9668672313,1054579.198650469,1133772.2538039882
F015,1392,1,1.106006904473483,1.1019939818410212,0.16726705055104624,0.38670885109185044,1.100119944757806,0.2166412979206905,0.058810355521257844,0.022925712704368224,0.058810355521257844,0.3905126726273647,0.14148426831176297,1.1334299515292623,2.7180753520211764,121.39527104077436,108.19203423591857,0.05717292487237181,0.0286427907226787,0.21258096954586314,0.20135608663353435,0.14710777183600154,0.4634840929114823,110.17844427760078,0.3255731222582661,0.38672395098479145,100.18018523144157,12.691442200169222,312196.7478372593,465127.61718579475,187329.65872654598,3759030.9923274885,3185317.5697744763,1324807.1010312971,1860510.4687431792,1973296.7683451674
F016,1392,0,1.1099074593427332,0.8403555271169232,0.1713684083045569,0.5661299152583533,1.1822965994623644,0.24301260537027553,0.08718190941353074,0.030599863075973115,0.08718190941353074,0.42812821056733785,0.21846111772876603,1.2155169577418412,2.5125115558671385,82.52363015706501,82.83549545067744,0.06191765089197802,0.06338327298781354,0.058259541953627016,0.13608800752138442,0.12781588679959655,0.682328769048765,100.36719811007805,0.27423868241133753,0.200836760473291,82.81674853341974,14.631948284009333,181378.68216178627,269160.9128877756,163198.34701007156,2188172.6273610503,1871929.028715939,795285.3771648367,1076643.6515511023,920456.7720690005
F017,1392,1,0.9349412662812299,0.6556127856045686,0.054829483189003866,0.6378911817216347,1.3693241067233828,0.2948729391561155,-0.019957031276408847,0.05702620982528676,-0.019957031276408847,0.3867000764500756,0.1154631125193312,1.1036773448326018,2.321376997086129,133.70501637785188,111.8854822293077,0.07178074332389381,0.005886215179524149,0.03161471266886433,0.04005007764632209,0.08140009861000543,0.5973217914432624,135.78682204938332,0.6369049858165236,0.46722909493145887,107.26124644157075,14.122579809312745,158994.95610783828,218850.23358345116,-39570.67334392888,1986508.2756072844,1982793.5726445077,1107392.6383107032,875400.9343338045,928410.3741698196
F018,1392,1,0.9601348718373033,0.6487938435401422,0.215906164597549,0.6472312007709827,1.1695861815475919,0.2817013440603006,0.0407801446069726,0.07450938616880384,0.0407801446069726,0.3751869775874572,0.10734063143721063,1.094866269644387,3.0719526391995813,184.8370144122515,112.552509180802,0.11759723319531885,0.06283135751766539,0.05349025640620045,0.06326496582105465,0.1846629116306056,0.7735337452451391,200.90298246459955,0.8407481546378441,0.5018073360240087,106.24632526649624,12.60562488728681,431330.3180639413,604687.2524981967,210403.83778337212,5345196.715158156,5159467.6725937165,2740718.66260093,2418749.0099927867,2110704.3350481973
F019,1392,1,1.1392554678976339,0.8559862060138289,0.2150265887584742,0.5653034854863884,0.9763566466662852,0.4442391931474028,0.10702925485693904,0.07149875479511994,0.10702925485693904,0.40177155162942496,0.20221365442092365,1.011712754978726,2.63717822393527,103.74798710760876,99.67947386214905,0.035514181722556985,0.08029069708498444,0.05360939338753382,0.02512419135045995,0.188049564948026,0.7737909175687235,99.8194002334692,0.7888147060383952,0.26347165738821626,84.53164228003766,13.521987598759662,423838.91322418145,622558.0769616952,481887.9808227765,5138868.130188485,4502394.989733353,2012162.6818865724,2490232.307846781,2236060.8516300763
F020,1392,1,1.292533377618143,0.7599818523303307,0.15679654828282977,0.7284524691609682,1.1150100631354503,0.025513784657634736,0.11209164737349814,0.07527845066001454,0.11209164737349814,0.3521234989294617,0.1514959796931598,1.0960217334315157,3.2064440508830336,131.5201756120464,109.2152702230831,0.07375642597405777,0.016801209732480796,-0.06742703028253445,0.061458607470423504,0.11246549186006888,0.7590799591439459,127.49857826132121,0.4180753189673383,0.57658679896221,87.34441091670087,14.047002445368644,162698.53312867705,238854.27634433698,194014.47779297284,1973156.4909388388,1730855.7982603416,775438.6928829936,955417.105377348,1026799.0318202943
F021,1392,1,1.059375667582242,0.8036901114456377,0.2827737899675857,0.7260396032083261,1.7354773770757053,0.3925837153725145,0.0022447507065675304,-0.05237105309833187,0.0022447507065675304,0.3797436502748729,0.2009459664727149,1.1212550788136841,3.0002055039149833,106.63170555202336,99.50142752814419,0.05324429912000992,0.03209434051890704,0.07320783281834548,-0.017065933557568573,0.0849940354831708,0.3098780452898354,131.60768979531528,0.4558970968300332,0.4479404309880305,87.30471705954888,12.91969741060991,396306.6965981447,546234.0634673416,11061.203489853795,4948584.284897237,4927586.5945789525,2742650.340709586,2184936.2538693664,2359055.6739048464
F022,1392,1,0.966509899602822,0.7476077475482897,0.14574052257566375,0.581634179873982,1.2016724867704212,0.22338415551529148,0.12539496079822526,0.14043473276657778,0.12539496079822526,0.33461450059853715,0.15560008172898349,1.1082954314246274,2.802806323972853,153.3218296209166,133.76743659770622,0.07966495788056699,0.061002000172824256,0.09093550249256405,0.11718466355607635,0.15513070099502269,0.5291662563364878,141.89230922550158,0.8093819344294741,0.4777544400674302,136.49478396933418,14.425335856928786,255772.50607862213,365916.28449109895,365222.1719358342,3140239.9714508024,2912574.5533229057,1448909.4153585099,1463665.1379643958,1986424.7368547206
F023,1392,1,1.200153026324747,0.7662308552275564,0.16321926618662294,0.5794346186964031,1.3066265481503536,0.11215504309050173,0.00572356404920072,-0.02977285576072173,0.00572356404920072,0.4232828213584776,0.2163904479923773,0.9655757729752292,2.3978403114809383,134.45353076707758,93.2173814592849,0.051699115746460675,0.009211200882460031,0.177142384793688,0.09741612577511466,0.10465125193620639,0.34000326000256453,150.533342772865,0.2812877635313526,0.5558234893235616,94.93349312698402,13.983443673006812,151728.90324408235,218906.76394694287,9678.666148227554,1855493.2026057106,1691020.8508244357,815393.7950366642,875627.0557877715,812794.2369051997
F024,1392,1,0.7439142635609889,0.604617456957164,0.2701142995291736,0.7204676251864441,1.475449137894638,0.23555596251748875,-0.06896993215735056,-0.15000753117334342,-0.06896993215735056,0.3412313164212522,0.1647333023004173,0.8070379190147478,2.5729662014510932,113.80288105680667,117.35919789963812,0.09706904928195663,-0.031012006863585205,0.015174188116061978,0.020276363159571504,0.05371117304901732,0.4543754390826102,93.38191690185243,0.6478047651602573,0.3260647098237631,110.74369143383305,13.070288365557584,177474.0196781988,239338.22065690203,-159472.02704855602,2237179.4715799694,2312196.3739899094,1354843.4913623014,957352.882627608,951851.3463938391
F025,1392,0,1.047959097934516,0.7705615183778926,0.30761423410867406,0.5765217857001027,1.3533985409455143,0.2841989174668167,-0.017868819001234007,-0.05620129203129652,-0.017868819001234007,0.31766689298158934,0.1555567543070426,1.0713011281404135,2.8229499123327084,143.5955189185461,141.56062781223585,0.05892551260039404,0.028195845214614084,0.048543319763157386,0.20032145645150504,0.1788369647061933,0.6088819970547128,131.51358350243478,0.4783951948755497,0.3789437546979214,138.10092814583845,14.868855181170893,265775.1097179038,375651.90987419116,-55714.37352309744,3281344.335425503,3117966.191232328,1615358.5517355634,1502607.6394967644,1394766.5633380385
F026,1392,1,1.042635145323339,0.9775968858106743,0.1309436322503944,0.6321847480660079,0.9818260680662121,0.23486533661435685,0.061173094543276185,0.11516291205832296,0.061173094543276185,0.3711161616209583,0.14707721668831497,1.246505920095391,2.9164835022430307,128.33529123349942,77.01389355477325,0.08288648826088454,-0.008143594871672676,0.1392200085137838,0.017057337105620376,0.19875978694296315,0.5802111508220957,123.83861521686968,0.751472203380352,0.21299298640256265,68.19640828745516,14.841939573024577,257505.57353685,381012.3662527137,163942.40175691876,3111050.858652445,2679975.6164197256,1155926.151408871,1524049.4650108546,1459577.9441422892
F027,1392,1,1.0098434061223218,0.8042484662325865,0.18162602318459453,0.56712357188605,1.2521395532856923,0.3256535751393628,-0.0045901149277994754,-0.03851456654391404,-0.0045901149277994754,0.3355897862160897,0.15646701371710656,0.9049503076155819,2.9404693126074406,118.17088069444208,102.10774155398171,0.039874215017697154,0.05751089710948608,0.03646365140465629,0.049527840675461995,0.1634008237231368,0.6961834360994281,110.57113320631082,0.8704913656975797,0.26735694407635024,101.18821496954034,12.884820776572315,348475.89276670956,498316.5056730306,-18235.175265495905,4279300.047108648,3972705.597207768,1979439.5745156456,1993266.0226921223,2098323.869802765
F028,1392,1,0.9427515451792177,0.6404546321356472,0.1667115584647679,0.49083688106804974,1.5720860713905598,0.35991309539651284,0.10291448003762055,0.10584136777237176,0.10291448003762055,0.28285340389450975,0.2407178758660567,1.1159754362270982,3.0111026546826087,126.51833979621702,87.44441880947761,0.07366025500813433,0.024910501880443643,0.07965565672865393,0.09233426304345435,0.05261002400246986,0.6997444982662921,128.90594651351407,0.26258206492370534,0.5666217189780853,76.38055974982323,14.366732198142474,490798.9207053538,708872.5036470435,561347.7265806386,5998890.558108194,5454506.755273282,2619016.740685108,2835490.0145881735,2775928.7285324303
F029,1392,1,1.2464179693267197,0.8049638427843808,0.2424101157166177,0.44616047918442825,0.9572130410998715,0.23211936086840904,0.14328772560346295,0.21638722660974424,0.14328772560346295,0.41320503600541414,0.17115062211231466,1.193847576276675,2.8825869540350255,126.47008261327649,95.4721537528941,0.07630821558230562,0.04388134026569605,0.2224595446892464,0.11575218938279119,0.09323019305923476,0.7228793063703929,117.1014566435799,0.8840845613688562,0.20311719259171004,94.15800325086298,14.422112145182744,460967.91163957695,676829.9807734262,702413.174095326,5590102.486418679,4902116.850114551,2194796.9270208464,2707319.923093705,2701275.3572688815
F030,1392,1,1.2209027432428716,0.9228627247889815,0.14619792020111305,0.6778600155094995,1.1704291662742423,0.1736418365326047,-0.05869307616881694,-0.07977728120757459,-0.05869307616881694,0.3503402814030023,0.1568582679187756,1.172209591853074,3.044910682506342,109.76357760595697,80.1953946082517,0.062276813632946126,0.0728792564564283,-0.15502176773830972,0.06963586560529045,0.12932276705006332,0.3270494312778112,115.41754324634502,0.4945881241956175,0.35201676040973406,76.95304112584643,13.690248855983894,360490.0554591654,526106.3179779948,-228754.8474470679,4384395.726352997,3897475.8588067177,1793050.5868947385,2104425.271911979,1854645.6939833406
F031,1392,1,1.0568229062810968,0.839533436665447,0.184228985975669,0.8008651064869026,1.3991082111659743,0.2949165245170614,0.07331665951571398,0.09030999359526473,0.07331665951571398,0.4596403245066349,0.08745506054769424,1.0325680507807207,2.3177255162689914,115.24400568726765,102.87350593528826,0.08148130197970231,0.0418804106504921,-0.0009538972958026762,-0.023878037747226875,0.05151281283809898,0.7302717437719419,112.90861982096567,0.8011919996596233,0.5736354822293144,101.16734025372092,13.307013700722818,472195.75956449547,663036.9142623811,412559.59536366945,5847376.015111392,5627092.097332195,2974944.440282671,2652147.6570495246,2594827.958545398
F032,1392,1,0.9846324886659938,0.6304939008782051,0.12059470886665227,0.5284735612795257,1.5009285203026987,0.2171228974431186,0.07750976240328161,0.105203485924875,0.07750976240328161,0.32641965360987096,0.18380703295895182,1.0310256346960867,2.571261232465065,160.7142257575318,85.38469727533584,0.11267356605341666,0.047517679719087866,-0.03408786171398602,0.04143050907131369,0.15337143052582908,0.32944089141648036,156.89035546457623,0.2806991731315974,0.34734771881998605,86.62697225493315,15.182331646753985,421577.47639482823,581272.5293722883,405968.88833351585,5263304.457617754,5237648.468347361,2912558.3508582087,2325090.1174891526,2372299.790830126
F033,1392,1,1.0222708755888041,0.8840569780450872,0.13853745844454735,0.5172258314125648,1.1112572044884736,0.27821110070941,0.07750683407208328,0.04612547201092199,0.07750683407208328,0.3860766931428819,0.2255208061178755,1.061273555329226,2.3234908445696885,156.67728778944422,114.55029613581324,0.06806555508502976,0.011251758522283866,0.014034958824324782,0.057699002748130654,0.06938247498731458,0.7334750163874867,148.58456230786769,0.6709784493441202,0.5768224596132246,113.0456698028584,12.849612267167853,177251.31457435834,253858.82513045473,156011.65236853386,2175088.3618166307,2012876.080365238,997440.7798434191,1015435.3005218189,1026389.0880169363
F034,1392,1,1.3158310301597635,0.8754196784804184,0.24412470373946754,0.42591405708276797,1.34170223759814,0.2941391493687996,0.09574508686334388,0.13263635648198918,0.09574508686334388,0.3777834984799471,0.11379525425602938,1.189826304159485,2.6251719291139755,128.52156657425192,96.40366383719036,0.057006954476334915,0.04706343538236532,0.1951168822800476,0.0560059792796489,0.16069801512926463,0.3186774876804918,126.74144043100668,0.7634171767802342,0.5460977941238788,72.7750227526679,14.240936864070513,441246.59657606,659609.2669768551,426800.8174418771,5304001.670461658,4457678.523505297,1819241.4555978759,2638437.067907421,2570011.409790464
F035,1392,1,1.1821860841085987,0.7486878945135288,0.2708377221900385,0.45888972019716867,1.2205350488217144,0.22378931929355156,0.12843147623968001,0.15244144244213023,0.12843147623968001,0.4240297812532101,0.22783425887304876,1.1213117813313347,2.6800576968116485,162.85517207846883,115.33362099563034,0.048685692937443,0.03955625370012426,0.18865930498906047,0.0033025295274144995,0.12819452426927758,0.5448662596870983,172.86066393754922,0.2941365277726261,0.3464652122725012,139.09003000795283,12.31944122607156,376674.5085748237,548238.6211882024,526852.6189086734,4587186.669594016,4102207.9192288984,1909253.4344760887,2192954.4847528096,1837373.256502734
F036,1392,1,1.2328197498986364,0.970430385199437,0.16694594259011664,0.5423186229910041,1.1366107293511813,0.2604081801630181,0.053909591165175505,0.08084975484646459,0.053909591165175505,0.33751592702320793,0.18268374000612392,1.1402006069433366,3.020422047669018,127.69352192079225,85.78447177622634,0.0029927843597293904,0.06212642831418463,0.09034032095685122,0.07458467619190834,0.07908126804174295,0.39460160878365125,137.7708042877886,0.44508785877908663,0.44611861533227504,102.07537469004033,16.555894459227826,379311.01629110496,551099.8392402364,223748.73201532586,4623198.936278943,4150443.8668394685,1946044.5098785227,2204399.3569609458,2383859.1721264627
F037,1392,1,1.2754104523363008,0.9573477818804006,0.21368208174133949,0.5332182886131123,1.140280120592172,0.1449804287043962,0.07916960508226922,0.11550118503809864,0.07916960508226922,0.43617681546848064,0.15745367834240678,0.9920593145524859,2.6886626599475303,142.4134834901564,86.53727808417203,0.06434314300344846,0.013698752085568332,-0.026169242713947827,-0.017573998837264022,0.1593632849859326,0.34649786097377094,133.27488204350377,0.8957777641364664,0.32350266721779564,100.87237194017027,14.224122244348145,202534.19532204338,291120.86305894295,180423.61518033623,2481132.063561009,2278950.5517028756,1114467.0994671038,1164483.4522357718,1025361.8951098276
F038,1392,1,0.9011827274689155,0.5885312249730649,0.2133481675214832,0.6870433935090173,1.688929385821658,0.4612876772126221,0.07695989862577828,0.12640616444326347,0.07695989862577828,0.3269145542649121,0.1187349962170201,1.0300823596251558,2.387878737360563,160.30057904457718,111.29338332244839,0.07865224268686802,0.021691441714322864,-0.023115193766140824,-0.04612252531972743,0.19992112599452722,0.6620626453687005,158.89067094917004,0.6357065784797056,0.5492391493475299,123.07713480916621,12.766438296944774,152002.6730258271,207656.64851782218,148299.71989858968,1905421.5203935988,1926973.95067664,1096347.3566053514,830626.5940712886,823220.4200964556
F039,1392,1,1.1135494498562764,0.8525463870973269,0.23627567028528,0.43513608927078534,1.1640517331605422,0.29038530207397584,0.06718313349846466,0.02438939525430594,0.06718313349846466,0.3781895578237243,0.2632665080691723,1.2013647159988443,2.747494233871382,88.38222276012588,71.54347494373485,0.04879201561747796,0.060650055003121456,0.12115546360428325,0.1201944593203221,0.05810632512794172,0.32785383279664293,96.95927571401174,0.6736324186207177,0.5323630665662724,55.23726463925169,14.623903433837537,454742.91390167206,674121.4706221033,316250.30058575235,5488886.567741684,4707287.143624815,2010801.2611364017,2696485.8824884137,2467749.8867995627
F040,1392,1,1.0557574066008626,0.6234099125134223,0.1449335741097149,0.7804028497472345,1.5070647132545496,0.3353660993873067,0.09844453455743293,0.12315625951068998,0.09844453455743293,0.36910722298793297,0.19899482185121045,0.9343683467383684,2.1836967066631723,156.0406351541271,115.00356883021897,0.059472540191935666,0.03767417016271679,0.10379230577237782,0.050782988226861114,0.13419916215257421,0.7903279770235458,166.1802219425766,0.8659534770109172,0.519443258606622,128.27841837037533,15.132375778457467,257986.35314298756,360344.9782125892,306413.98508830415,3202374.4437234187,3112554.5614677165,1671174.6486173596,1441379.912850357,1282388.5215962618
F041,1392,0,0.9194170934657067,0.6230491327749309,0.27729776501670267,0.7008758290607126,1.5678272636731883,0.1355487031899725,0.0858716975691812,0.03443747139708178,0.0858716975691812,0.3385839779299868,0.13970113910460677,0.9071495140041719,2.9855786817697525,156.26549804876186,128.75601801941752,0.037018005646548696,0.05171762882338639,-0.007426870159073819,0.14875872571061802,0.0859539245570658,0.5647686165797217,157.27299380089755,0.6655025543747399,0.20263033012725706,133.055160614711,12.421218945424156,208794.37337178297,291631.2530378392,216323.6761214042,2591773.7085407367,2519149.8741145344,1352624.8619631776,1166525.0121513568,1239196.5771176848
F042,1392,1,1.2318455374940125,0.8903324561559087,0.1701525688006801,0.6035033935831008,0.7879289775431364,0.22223514475366188,0.15497019857343186,0.18370127001949027,0.15497019857343186,0.4296833851634191,0.2031935067787772,1.2827834899895698,2.8829521042702977,154.2527819375705,87.9932898892867,0.05184810427305845,0.034817860091065314,0.08550395291080001,0.12677062527201732,0.0686401953124789,0.5072229659452834,159.95118708209534,0.3446083846718491,0.4986235590707905,79.81053620968405,13.345356823957307,320217.1249387721,472198.40208238654,521430.8547997047,3875114.640568351,3364716.9559031525,1475923.3475736063,1888793.6083295462,1738389.641120814
F043,1392,1,1.1272087388148528,0.7294095537896441,0.13423560443721805,0.5803075653717069,0.9100586073781921,0.15534197788173637,0.03026296200242596,0.05283450552699044,0.03026296200242596,0.43117568849884386,0.14463635444999529,1.0116545929922303,2.719309742806601,125.32069248878834,101.89558470705903,0.07332351854491063,0.05671237742954328,0.14993978153361623,0.032150352807963745,0.16210030924855492,0.7977126486258175,126.23587468190712,0.3622449099661219,0.4968719182602045,94.4671982808707,14.92975810080593,212204.5431600085,312050.71110523684,68005.94479558419,2571478.932459205,2247167.5042956024,998964.6598746552,1248202.8444209471,1124706.4473053503
